domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on
bumbet.com,bumbet,0,Brindisa Media N.V.,OGL/2024/698/0579,Curacao,assessment in progress,"December 24, 2025",no,bumbet.com,not contacted,
rollbit.com,rollbit,0,Bull Gaming N.V.,OGL/2024/1260/0494,Curacao,active,"May 23, 2026",no,rollbit.com,not contacted,
tigerbet247.com,tigerbet,0,CW Investments N.V.,OGL/2024/285/0330,Curacao,active,"June 9, 2026",no,tigerbet247.com,not contacted,
pin-up.bet,pinup,2,Carletta N.V.,OGL/2024/580/0570,Curacao,assessment in progress,"December 24, 2025",no,pin-up.bet pin-up.world pin-up.casino,not contacted,
betclown.com,betclown,0,Cartwheel B.V.,OGL/2024/1569/0782,Curacao,active,"May 17, 2026",no,betclown.com,not contacted,
parimatchs1.com,parimatchs,2,Castianes B.V.,OGL/2024/1329/0629,Curacao,assessment in progress,"December 27, 2025",no,parimatchs1.com parimatchs12.com parimatchs123.com,not contacted,
fairpari.com,fairpari,0,Centrald B.V.,OGL/2024/1143/0865,Curacao,assessment in progress,"December 24, 2025",no,fairpari.com,not contacted,
centrum-global.com,centrumglobal,0,Centrum Global B.V.,OGL/2024/1046/0451,Curacao,active,"April 9, 2026",no,centrum-global.com,not contacted,
grandpari.id,grandpari,1,Chubarito B.V.,OGL/2024/1012/0866,Curacao,assessment in progress,"December 24, 2025",no,grandpari.id grandpari.com,not contacted,
betnimbus.com,betnimbus,0,City Limit B.V.,OGL/2024/1286/0529,Curacao,assessment in progress,"December 24, 2025",no,betnimbus.com,not contacted,
myprize.com,myprize,0,Clover Leaf B.V.,OGL/2024/1089/0487,Curacao,active,"December 16, 2025",no,myprize.com,not contacted,
xolotto.com,xolotto,0,Clubhouse Media N.V.,OGL/2024/821/1033,Curacao,active,"February 5, 2026",no,xolotto.com,not contacted,
redchips.com,redchips,0,Codex B.V.,OGL/2024/894/1037,Curacao,assessment in progress,"January 14, 2026",no,redchips.com,not contacted,
holiganbet.com,holiganbet,0,Coinbar N.V.,OGL/2024/920/0382,Curacao,active,"March 13, 2026",no,holiganbet.com,not contacted,
rare.bet,rare,0,Common Square N.V.,OGL/2024/240/0682,Curacao,assessment in progress,"January 14, 2026",no,rare.bet,not contacted,
livebetline.com,livebetline,0,Complex Technologies B.V.,OGL/2024/334/0243,Curacao,assessment in progress,"December 24, 2025",no,livebetline.com,not contacted,
ignitionpoker.com,ignitionpoker,0,Connaught Media B.V.,OGL/2024/625/0719,Curacao,assessment in progress,"January 7, 2026",no,ignitionpoker.com,not contacted,
cosmosbett.com,cosmosbett,0,Cosmos Interactive Entertainment N.V.,OGL/2024/1748/0967,Curacao,active,"January 3, 2026",no,cosmosbett.com,not contacted,
baazi888.now,baazi,0,Crayon B.V.,OGL/2024/830/0751,Curacao,active,"April 16, 2026",no,baazi888.now,not contacted,
winebet.com,winebet,0,Cupwin B.V.,OGL/2024/834/0422,Curacao,assessment in progress,"December 24, 2025",no,winebet.com,not contacted,
kbet.live,kbet,0,Cura Casino B.V.,OGL/2024/1839/1071,Curacao,active,"July 1, 2026",no,kbet.live,not contacted,
keint.co,keint,0,Cutter Five N.V.,OGL/2024/764/0571,Curacao,revoked,,no,keint.co,not contacted,
atom-casino.com,atomcasino,0,CyberFusion B.V.,OGL/2024/795/0241,Curacao,active,"February 28, 2026",no,atom-casino.com,not contacted,
dazard.club,dazard,0,Dama N.V.,OGL/2023/174/0082,Curacao,assessment in progress,"December 24, 2025",no,dazard.club,not contacted,
jack.com,jack,6,Data Link Digital B.V.,OGL/2024/1562/1139,Curacao,active,"July 23, 2026",no,jack.com jack2.com jack10.com jack25.com jack55.com jack20.com jack23.com,not contacted,
powerplay.com,powerplay,0,Deck Entertainment B.V.,OGL/2024/999/0482,Curacao,active,"March 12, 2026",no,powerplay.com,not contacted,
sporttyp.com,sporttyp,0,Delphin Blue Ocean B.V.,OGL/2024/657/0248,Curacao,active,"July 31, 2026",no,sporttyp.com,not contacted,
portebet.com,portebet,0,Doubled B.V.,OGL/2024/1015/0870,Curacao,assessment in progress,"December 24, 2025",no,portebet.com,not contacted,
bet-football.com,betfootball,0,Dynamik Marketing B.V.,OGL/2024/1313/0727,Curacao,active,"March 3, 2026",no,bet-football.com,not contacted,
tg6.com,tg,0,Edge Five Entertainment B.V.,OGL/2024/938/1131,Curacao,active,"March 27, 2026",no,tg6.com,not contacted,
marafon.bet,marafon,0,Encode Digital B.V.,OGL/2024/1186/1127,Curacao,active,"January 3, 2026",no,marafon.bet,not contacted,
coinplay.com,coinplay,0,Envision Digital N.V.,OGL/2024/564/0626,Curacao,assessment in progress,"December 24, 2025",no,coinplay.com,not contacted,
casperbets.com,casperbets,0,Equinox Holding N.V.,OGL/2024/620/0878,Curacao,active,"March 7, 2026",no,casperbets.com,not contacted,
viphouse.club,viphouse,0,Equlino N.V.,OGL/2024/1446/0700,Curacao,assessment in progress,"December 24, 2025",no,viphouse.club,not contacted,
mostbet88.com,mostbet,0,Evolut Interactive N.V.,OGL/2024/421/0223,Curacao,active,"March 26, 2026",no,mostbet88.com,not contacted,
slotomen.com,slotomen,0,Exertus N.V.,OGL/2024/1733/1081,Curacao,active,"April 14, 2026",no,slotomen.com,not contacted,
wlscasino.com,wlscasino,0,Faraday Online N.V.,OGL/2024/943/0431,Curacao,active,"March 17, 2026",no,wlscasino.com,not contacted,
forzza.rw,forzza,1,Fast Lane B.V.,OGL/2024/214/1009,Curacao,assessment in progress,"December 24, 2025",no,forzza.rw forzza.com,not contacted,
pinup.group,pinup,0,Felicas B.V.,OGL/2024/891/0830,Curacao,assessment in progress,"December 24, 2025",no,pinup.group,not contacted,
paripro.bet,paripro,0,Ferito Group B.V.,OGL/2024/1020/0873,Curacao,assessment in progress,"December 24, 2025",no,paripro.bet,not contacted,
crazybet.gg,crazybet,1,Five Star Entertainment N.V.,OGL/2024/1513/0837,Curacao,assessment in progress,"December 24, 2025",no,crazybet.gg crazybet.com,not contacted,
ombt.win,ombt,0,Flybergom B.V.,OGL/2024/2241/1178,Curacao,active,"March 26, 2026",no,ombt.win,not contacted,
plump.com,plump,0,Forward Solutions B.V.,OGL/2024/1226/0898,Curacao,active,"April 2, 2026",yes,plump.com,not contacted,
apuestatotal.com,apuestatotal,0,Free Games B.V.,OGL/2024/1209/0631,Curacao,active,"May 10, 2026",no,apuestatotal.com,not contacted,
fanplay.gg,fanplay,0,Frontier Gaming B.V.,OGL/2024/1055/0507,Curacao,active,"April 24, 2026",no,fanplay.gg,not contacted,
betpari.com,betpari,0,G2 Tech B.V.,OGL/2024/987/0597,Curacao,assessment in progress,"December 24, 2025",no,betpari.com,not contacted,
atmcasino.com,atmcasino,0,GIT Operations N.V.,OGL/2024/259/0309,Curacao,active,"May 27, 2026",no,atmcasino.com,not contacted,
casinoglory.com,casinoglory,0,GMFY Tech N.V.,OGL/2024/1586/0788,Curacao,active,"June 11, 2026",no,casinoglory.com,not contacted,
parimatch.com,parimatch,1,Galazia B.V.,OGL/2024/402/0624,Curacao,assessment in progress,"December 24, 2025",no,parimatch.com pari-match.win,not contacted,
gambulls.com,gambulls,0,Gambulls N.V.,OGL/2024/453/0439,Curacao,active,"July 25, 2026",no,gambulls.com,not contacted,
jinxyspin.com,jinxyspin,0,Geeka Corporation N.V.,OGL/2023/104/0059,Curacao,assessment in progress,"December 24, 2025",no,jinxyspin.com,not contacted,
bz.com,bz,0,Genco Pura B.V.,OGL/2024/1496/0934,Curacao,active,"May 9, 2026",no,bz.com,not contacted,
howl.gg,howl,0,Genius Touch B.V.,OGL/2024/1638/1028,Curacao,active,"February 28, 2026",no,howl.gg,not contacted,
vippari.bet,vippari,0,Geosix B.V.,OGL/2024/316/0598,Curacao,assessment in progress,"December 24, 2025",no,vippari.bet,not contacted,
lotteryworld.com,lotteryworld,0,Go East B.V.,OGL/2024/1044/0452,Curacao,revoked,,no,lotteryworld.com,not contacted,
godbunny.com,godbunny,0,Godbunny B.V.,OGL/2024/199/0868,Curacao,active,"July 3, 2026",no,godbunny.com,not contacted,
zenobet.com,zenobet,0,Golden Frog N.V.,OGL/2024/913/0609,Curacao,active,"March 23, 2026",yes,zenobet.com,not contacted,
onlywins.com,onlywins,0,Goodfly N.V.,OGL/2024/719/0211,Curacao,active,"June 4, 2026",no,onlywins.com,not contacted,
tipobet.com,tipobet,1,Grace Bay B.V.,OGL/2024/1287/0535,Curacao,assessment in progress,"December 24, 2025",yes,tipobet.com tipobet365.com,not contacted,
thrill.com,thrill,0,Gravity Unleashed B.V.,OGL/2024/1052/0508,Curacao,active,"March 2, 2026",no,thrill.com,not contacted,
funcybet.com,funcybet,0,Green Forest Group N.V.,OGL/2024/1856/1063,Curacao,active,"July 23, 2026",no,funcybet.com,not contacted,
callibet.com,callibet,0,Green Point Technology N.V.,OGL/2024/256/0304,Curacao,assessment in progress,"December 24, 2025",no,callibet.com,not contacted,
ppwin.com,ppwin,0,Greenwich N.V.,OGL/2024/1385/0658,Curacao,assessment in progress,"December 24, 2025",no,ppwin.com,not contacted,
h2bet.com,hbet,0,H2 Sports N.V.,OGL/2024/1658/0931,Curacao,active,"April 21, 2026",no,h2bet.com,not contacted,
cloudbet.com,cloudbet,0,Halcyon Super Holdings B.V.,OGL/2024/328/0599,Curacao,active,"May 23, 2026",no,cloudbet.com,not contacted,
championcasino.net,championcasino,0,Happyluck B.V.,OGL/2024/1328/0739,Curacao,active,"February 27, 2026",no,championcasino.net,not contacted,
all-sport-bet.com,allsportbet,0,Hermes Consulting Company N.V.,OGL/2024/944/0433,Curacao,assessment in progress,"December 24, 2025",no,all-sport-bet.com,not contacted,
instaslots.com,instaslots,0,High Seas N.V.,OGL/2024/1533/0769,Curacao,assessment in progress,"December 24, 2025",no,instaslots.com,not contacted,
luckyo.com,luckyo,0,Hollycorn N.V.,OGL/2023/176/0095,Curacao,assessment in progress,"December 24, 2025",no,luckyo.com,not contacted,
6z.top,z,0,Hongda Information Technology B.V.,OGL/2024/1104/1169,Curacao,active,"April 21, 2026",no,6z.top,not contacted,
spin.bet,spin,0,Humble Interactive Services N.V.,OGL/2024/1281/0536,Curacao,assessment in progress,"December 24, 2025",no,spin.bet,not contacted,
zumibet.com,zumibet,0,ILP Trading B.V.,OGL/2024/1119/0593,Curacao,active,"December 11, 2025",no,zumibet.com,not contacted,
rajabets.com,rajabets,2,Inaxis N.V.,OGL/2024/1968/1134,Curacao,active,"March 5, 2026",no,rajabets.com rajabets2.com rajabets1.com,not contacted,
crazybet.bet,crazybet,0,Inbotler B.V.,OGL/2024/936/0874,Curacao,assessment in progress,"December 24, 2025",no,crazybet.bet,not contacted,
1xbet.africa,xbet,2,Infusion Tech B.V.,OGL/2024/1567/0779,Curacao,assessment in progress,"December 24, 2025",no,1xbet.africa 1x-bet.africa 1-x-bet.africa,not contacted,
timelesstech.io,timelesstech,0,Innova Hub B.V.,OGL/2024/368/0697,Curacao,active,"August 13, 2026",no,timelesstech.io,not contacted,
afropari.com,afropari,0,Iridium Group N.V.,OGL/2024/427/1022,Curacao,assessment in progress,"December 24, 2025",no,afropari.com,not contacted,
lukkly.com,lukkly,0,Island Lukkly B.V.,OGL/2024/1723/0940,Curacao,active,"August 12, 2026",yes,lukkly.com,not contacted,
casinonavy.com,casinonavy,0,JMS Investment Group N.V.,OGL/2024/675/0939,Curacao,active,"July 1, 2026",no,casinonavy.com,not contacted,
flexy-spin.com,flexyspin,0,JarvisDelivery B.V.,OGL/2024/244/0341,Curacao,active,"March 12, 2026",no,flexy-spin.com,not contacted,
tar.la,tar,0,Jazz Business Solutions B.V.,OGL/2024/400/0824,Curacao,assessment in progress,"December 24, 2025",no,tar.la,not contacted,
jetton.online,jetton,0,JetTon Games B.V.,OGL/2024/2287/1195,Curacao,active,"August 26, 2026",no,jetton.online,not contacted,
poker8.io,poker,0,Joyeux B.V.,OGL/2024/1603/0850,Curacao,assessment in progress,"January 9, 2026",no,poker8.io,not contacted,
crashcasino.com,crashcasino,0,Joyful Leisure B.V.,OGL/2024/1050/0453,Curacao,active,"May 9, 2026",no,crashcasino.com,not contacted,
keint.co,keint,0,KE International Limited N.V.,OGL/2024/769/0571,Curacao,active,"May 19, 2026",no,keint.co,not contacted,
kanggiten.com,kanggiten,0,Kanggiten B.V.,OGL/2024/971/0703,Curacao,active,"March 26, 2026",no,kanggiten.com,not contacted,
firixslot.com,firixslot,0,Kika Technology B.V.,OGL/2023/147/0081,Curacao,assessment in progress,"December 24, 2025",no,firixslot.com,not contacted,
pongbet88.com,pongbet,0,Krevetka B.V.,OGL/2024/937/0857,Curacao,assessment in progress,"December 24, 2025",no,pongbet88.com,not contacted,
luckybet.co,luckybet,1,LBC Enterprises B.V.,OGL/2024/1221/0500,Curacao,assessment in progress,"December 24, 2025",no,luckybet.co luckybet.bet,not contacted,
igcbet.com,igcbet,1,LGE Entertainment Limited N.V.,OGL/2024/567/0911,Curacao,active,"May 9, 2026",no,igcbet.com igcbet.net,not contacted,
caratcasino.com,caratcasino,0,Leopard B.V.,OGL/2024/793/0757,Curacao,active,"February 22, 2026",no,caratcasino.com,not contacted,
livegames.io,livegames,0,Livetech Software Solutions N.V.,OGL/2024/845/0407,Curacao,assessment in progress,"December 24, 2025",no,livegames.io,not contacted,
betflash24.com,betflash,0,Loka IT Solutions N.V.,OGL/2024/770/0226,Curacao,revoked,,no,betflash24.com,not contacted,
clickpari.com,clickpari,0,Lotostorm B.V.,OGL/2024/303/300,Curacao,assessment in progress,"January 14, 2026",no,clickpari.com,not contacted,
betwinner.llc,betwinner,0,Luckyroo N.V.,OGL/2024/1371/0694,Curacao,assessment in progress,"December 24, 2025",no,betwinner.llc,not contacted,
spacecasino.com,spacecasino,0,Luminect Limited B.V.,OGL/2024/358/0707,Curacao,assessment in progress,"December 24, 2025",no,spacecasino.com,not contacted,
sportsbet.io,sportsbet,0,MBet Solutions N.V.,OGL/2023/110/0072,Curacao,assessment in progress,"December 24, 2025",no,sportsbet.io,not contacted,
007casinoroyal.com,casinoroyal,0,MCG Technologies N.V.,OGL/2024/1698/0936,Curacao,active,"August 12, 2026",no,007casinoroyal.com,not contacted,
doubledice.com,doubledice,0,MIBS N.V.,OGL/2024/1718/0938,Curacao,assessment in progress,"December 24, 2025",no,doubledice.com,not contacted,
reloza.com,reloza,0,MSD Tech B.V.,OGL/2024/1416/0660,Curacao,revoked,,no,reloza.com,not contacted,
poker-beta.com,pokerbeta,0,Majesti Star N.V.,OGL/2024/1532/0829,Curacao,assessment in progress,"December 24, 2025",no,poker-beta.com,not contacted,
juegaplus.com,juegaplus,0,Media 21 B.V.,OGL/2024/1339/0864,Curacao,active,"January 22, 2026",no,juegaplus.com,not contacted,
stake.com,stake,0,Medium Rare N.V.,OGL/2024/1451/0918,Curacao,active,"December 9, 2025",no,stake.com,not contacted,
sgslot.com,sgslot,0,Meta Tech Innovations B.V.,OGL/2024/325/0187,Curacao,assessment in progress,"December 24, 2025",no,sgslot.com,not contacted,
metaspins.com,metaspins,0,Metaspins N.V.,OGL/2024/1063/0437,Curacao,assessment in progress,"December 24, 2025",no,metaspins.com,not contacted,
auro777.win,auro,0,Mirth B.V.,OGL/2024/1124/0444,Curacao,active,"November 9, 2025",no,auro777.win,not contacted,
monotech.group,monotech,0,Monotech Solutions B.V.,OGL/2024/1672/0923,Curacao,assessment in progress,"December 24, 2025",no,monotech.group,not contacted,
crypto.games,crypto,0,MuchGaming B.V.,OGL/2024/1336/1047,Curacao,active,"August 13, 2026",no,crypto.games,not contacted,
shuffle.com,shuffle,0,Natural Nine B.V.,OGL/2024/1337/0628,Curacao,assessment in progress,"December 24, 2025",no,shuffle.com,not contacted,
liveisbet.com,liveisbet,0,Navy Blue Ventures N.V.,OGL/2024/697/0197,Curacao,assessment in progress,"December 24, 2025",no,liveisbet.com,not contacted,
dixy.com,dixy,0,New Age N.V.,OGL/2024/1409/0649,Curacao,active,"June 6, 2026",no,dixy.com,not contacted,
4rabet.com,rabet,0,New Entertainment Development N.V.,OGL/2024/748/0203,Curacao,active,"May 23, 2026",no,4rabet.com,not contacted,
cocobet.com,cocobet,0,NewEra Information Technology N.V.,OGL/2024/135/0139,Curacao,assessment in progress,"December 24, 2025",no,cocobet.com,not contacted,
luckypari.com,luckypari,1,Nexus International Entertainment N.V.,OGL/2024/1324/0750,Curacao,active,"March 24, 2026",yes,luckypari.com luckypari.bet,not contacted,
spinaway.com,spinaway,0,Ngame N.V.,OGL/2024/1674/0902,Curacao,active,"March 26, 2026",no,spinaway.com,not contacted,
fujifortunecasino.com,fujifortunecasino,0,Niollo B.V.,OGL/2024/529/0346,Curacao,assessment in progress,"December 24, 2025",no,fujifortunecasino.com,not contacted,
catwin.com,catwin,0,Notica B.V.,OGL/2024/274/0420,Curacao,assessment in progress,"December 24, 2025",no,catwin.com,not contacted,
novagaming88.com,novagaming,0,NovaGaming N.V.,OGL/2024/1671/0916,Curacao,active,"May 9, 2026",no,novagaming88.com,not contacted,
rolsbet.com,rolsbet,0,Numereto B.V.,OGL/2024/315/0489,Curacao,assessment in progress,"December 24, 2025",no,rolsbet.com,not contacted,
kr.parimatch.com,parimatch,1,Olistek N.V.,OGL/2024/2362/1207,Curacao,active,"March 27, 2026",no,kr.parimatch.com jp.parimatch.com,not contacted,
onion.casino,onion,0,Omega Entertainment N.V.,OGL/2024/558/0973,Curacao,active,"June 4, 2026",no,onion.casino,not contacted,
oponento.com,oponento,0,Opo-Net N.V.,OGL/2024/535/0922,Curacao,active,"August 22, 2026",no,oponento.com,not contacted,
wgmgames.com,wgmgames,0,Overseas Gaming Management B.V.,OGL/2024/2162/1156,Curacao,active,"April 14, 2026",no,wgmgames.com,not contacted,
bahisbey.com,bahisbey,0,Oxilium N.V.,OGL/2024/1601/0909,Curacao,assessment in progress,"December 24, 2025",no,bahisbey.com,not contacted,
bitsler.com,bitsler,0,Oyine N.V.,OGL/2024/930/0387,Curacao,assessment in progress,"December 24, 2025",no,bitsler.com,not contacted,
oysterbet.com,oysterbet,0,Oyster Media N.V.,OGL/2024/1745/0962,Curacao,active,"July 5, 2026",no,oysterbet.com,not contacted,
shock.com,shock,0,PR Entertainment N.V.,OGL/2024/1320/0958,Curacao,active,"March 13, 2026",no,shock.com,not contacted,
thunderpick.io,thunderpick,1,Paloma Media B.V.,OGL/2024/677/0722,Curacao,active,"June 4, 2026",no,thunderpick.io thunderpick.com,not contacted,
oriental100.com,oriental,0,Parker B.V.,OGL/2024/1844/1064,Curacao,active,"August 12, 2026",no,oriental100.com,not contacted,
pegas21.com,pegas,0,Pegasus 19 B.V.,OGL/2023/187/0094,Curacao,active,"March 2, 2026",no,pegas21.com,not contacted,
12bet.com,bet,0,Pexcellent Services Ltd B.V.,OGL/2024/1370/0893,Curacao,active,"August 19, 2026",no,12bet.com,not contacted,
waspbet.live,waspbet,0,Platinum Technology N.V.,OGL/2024/137/0132,Curacao,assessment in progress,"December 24, 2025",no,waspbet.live,not contacted,
pkrdm.best,pkrdm,0,PlayDOM B.V.,OGL/2024/487/0459,Curacao,active,"May 9, 2026",no,pkrdm.best,not contacted,
slotszer.com,slotszer,0,Playvision Group B.V.,OGL/2024/968/0753,Curacao,active,"March 25, 2026",no,slotszer.com,not contacted,
7spin.com,spin,1,Plustar N.V.,OGL/2024/138/0289,Curacao,active,"May 19, 2026",no,7spin.com 7spin.vip,not contacted,
najahbet.com,najahbet,0,Poinder B.V.,OGL/2024/991/0875,Curacao,assessment in progress,"December 24, 2025",no,najahbet.com,not contacted,
betwinner.com,betwinner,8,Prevailer B.V.,OGL/2024/341/0759,Curacao,active,"March 28, 2026",no,betwinner.com betwinner.zone betwinner3.com betwinner4.com betwinner2.com betwinner7.com betwinner-54327.pro betwinner-18314.pro,not contacted,
mintdice.com,mintdice,0,Prism Sentinel N.V.,OGL/2024/1739/0965,Curacao,active,"July 22, 2026",no,mintdice.com,not contacted,
goldorada.com,goldorada,0,Promotech N.V.,OGL/2024/611/0233,Curacao,assessment in progress,"December 24, 2025",no,goldorada.com,not contacted,
luckydays.com,luckydays,0,Raging Rhino N.V.,OGL/2024/1675/0903,Curacao,active,"March 26, 2026",no,luckydays.com,not contacted,
kirgo.io,kirgo,1,Raining Games N.V.,OGL/2024/2252/1179,Curacao,active,"February 22, 2026",no,kirgo.io kirgo.com,not contacted,
roobet.pl,roobet,12,Raw Entertainment B.V.,OGL/2024/687/0427,Curacao,assessment in progress,"December 24, 2025",no,roobet.pl roobet.gg roobet.com roobet.wtf roobet.pub roobet.boo roobet.art roobet.one,not contacted,
red777.com,red,0,Red777 N.V.,OGL/2024/948/0661,Curacao,assessment in progress,"December 24, 2025",no,red777.com,not contacted,
